"Kod";"Nazwa";"Współczynniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2009";1,222;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2010";1,182;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2011";1,137;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2012";1,110;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2013";1,068;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2014";1,158;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2015";1,145;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2016";1,257;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2017";1,325;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2018";1,365;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2019";1,346;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2020";1,233;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2021";1,208;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2022";;"-";"n";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2002";1,349;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2003";1,266;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2004";1,274;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2005";1,299;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2006";1,319;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2007";1,375;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2008";1,462;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2009";1,438;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2010";1,448;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2011";1,333;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2012";1,384;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2013";1,299;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2014";1,324;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2015";1,306;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2016";1,340;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2017";1,443;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2018";1,429;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2019";1,357;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2020";1,472;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2021";1,383;"-";"";
051011700000;"PODREGION PIOTRKOWSKI";"dzietność";"2022";;"-";"n";
051011800000;"PODREGION SIERADZKI";"dzietność";"2002";1,339;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2003";1,276;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2004";1,318;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2005";1,256;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2006";1,324;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2007";1,333;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2008";1,423;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2009";1,426;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2010";1,455;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2011";1,360;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2012";1,371;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2013";1,323;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2014";1,307;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2015";1,272;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2016";1,360;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2017";1,454;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2018";1,362;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2019";1,352;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2020";1,459;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2021";1,393;"-";"";
051011800000;"PODREGION SIERADZKI";"dzietność";"2022";;"-";"n";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2002";1,255;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2003";1,250;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2004";1,253;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2005";1,280;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2006";1,340;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2007";1,334;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2008";1,424;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2009";1,460;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2010";1,420;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2011";1,372;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2012";1,376;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2013";1,342;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2014";1,358;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2015";1,308;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2016";1,358;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2017";1,446;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2018";1,420;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2019";1,330;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2020";1,484;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2021";1,441;"-";"";
051011900000;"PODREGION SKIERNIEWICKI";"dzietność";"2022";;"-";"n";
052615200000;"PODREGION KIELECKI";"dzietność";"2002";1,197;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2003";1,176;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2004";1,166;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2005";1,173;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2006";1,171;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2007";1,241;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2008";1,291;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2009";1,325;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2010";1,283;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2011";1,209;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2012";1,221;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2013";1,151;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2014";1,169;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2015";1,170;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2016";1,190;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2017";1,264;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2018";1,272;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2019";1,232;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2020";1,267;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2021";1,236;"-";"";
052615200000;"PODREGION KIELECKI";"dzietność";"2022";;"-";"n";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2002";1,393;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2003";1,326;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2004";1,248;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2005";1,269;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2006";1,223;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2007";1,275;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2008";1,392;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2009";1,333;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2010";1,343;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2011";1,257;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2012";1,251;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2013";1,176;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2014";1,198;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2015";1,198;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2016";1,223;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2017";1,246;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2018";1,243;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2019";1,238;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2020";1,316;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2021";1,213;"-";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"dzietność";"2022";;"-";"n";
060610900000;"PODREGION BIALSKI";"dzietność";"2002";1,503;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2003";1,460;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2004";1,448;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2005";1,485;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2006";1,496;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2007";1,483;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2008";1,544;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2009";1,564;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2010";1,495;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2011";1,427;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2012";1,436;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2013";1,310;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2014";1,371;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2015";1,336;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2016";1,390;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2017";1,472;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2018";1,442;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2019";1,374;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2020";1,437;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2021";1,349;"-";"";
060610900000;"PODREGION BIALSKI";"dzietność";"2022";;"-";"n";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2002";1,329;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2003";1,334;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2004";1,322;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2005";1,297;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2006";1,292;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2007";1,319;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2008";1,398;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2009";1,385;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2010";1,308;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2011";1,240;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2012";1,250;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2013";1,175;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2014";1,161;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2015";1,159;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2016";1,153;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2017";1,223;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2018";1,198;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2019";1,162;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2020";1,231;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2021";1,176;"-";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"dzietność";"2022";;"-";"n";
060611100000;"PODREGION LUBELSKI";"dzietność";"2002";1,188;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2003";1,215;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2004";1,172;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2005";1,230;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2006";1,242;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2007";1,250;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2008";1,313;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2009";1,322;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2010";1,308;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2011";1,266;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2012";1,242;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2013";1,192;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2014";1,214;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2015";1,271;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2016";1,284;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2017";1,401;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2018";1,409;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2019";1,412;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2020";1,383;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2021";1,300;"-";"";
060611100000;"PODREGION LUBELSKI";"dzietność";"2022";;"-";"n";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2002";1,466;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2003";1,487;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2004";1,395;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2005";1,438;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2006";1,418;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2007";1,438;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2008";1,510;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2009";1,466;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2010";1,459;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2011";1,341;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2012";1,369;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2013";1,276;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2014";1,319;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2015";1,303;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2016";1,327;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2017";1,453;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2018";1,389;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2019";1,368;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2020";1,457;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2021";1,425;"-";"";
060611200000;"PODREGION PUŁAWSKI";"dzietność";"2022";;"-";"n";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2002";1,379;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2003";1,309;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2004";1,286;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2005";1,320;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2006";1,284;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2007";1,301;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2008";1,369;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2009";1,336;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2010";1,375;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2011";1,279;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2012";1,296;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2013";1,271;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2014";1,224;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2015";1,180;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2016";1,220;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2017";1,329;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2018";1,349;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2019";1,269;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2020";1,327;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2021";1,231;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"dzietność";"2022";;"-";"n";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2002";1,390;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2003";1,366;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2004";1,288;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2005";1,293;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2006";1,254;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2007";1,288;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2008";1,366;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2009";1,360;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2010";1,313;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2011";1,264;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2012";1,232;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2013";1,217;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2014";1,196;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2015";1,199;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2016";1,188;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2017";1,344;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2018";1,304;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2019";1,271;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2020";1,345;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2021";1,234;"-";"";
061813400000;"PODREGION PRZEMYSKI";"dzietność";"2022";;"-";"n";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2002";1,368;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2003";1,322;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2004";1,310;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2005";1,281;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2006";1,248;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2007";1,294;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2008";1,366;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2009";1,388;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2010";1,329;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2011";1,303;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2012";1,343;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2013";1,275;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2014";1,281;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2015";1,236;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2016";1,356;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2017";1,451;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2018";1,478;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2019";1,450;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2020";1,442;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2021";1,370;"-";"";
061813500000;"PODREGION RZESZOWSKI";"dzietność";"2022";;"-";"n";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2002";1,319;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2003";1,226;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2004";1,257;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2005";1,208;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2006";1,198;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2007";1,226;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2008";1,275;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2009";1,280;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2010";1,255;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2011";1,215;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2012";1,183;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2013";1,158;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2014";1,137;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2015";1,171;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2016";1,209;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2017";1,334;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2018";1,307;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2019";1,306;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2020";1,338;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2021";1,286;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"dzietność";"2022";;"-";"n";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2002";1,136;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2003";1,123;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2004";1,091;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2005";1,128;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2006";1,118;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2007";1,130;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2008";1,230;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2009";1,256;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2010";1,247;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2011";1,173;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2012";1,169;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2013";1,143;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2014";1,197;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2015";1,203;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2016";1,279;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2017";1,419;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2018";1,425;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2019";1,394;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2020";1,393;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2021";1,377;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"dzietność";"2022";;"-";"n";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2002";1,434;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2003";1,337;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2004";1,304;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2005";1,333;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2006";1,359;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2007";1,340;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2008";1,400;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2009";1,459;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2010";1,358;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2011";1,287;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2012";1,293;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2013";1,196;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2014";1,298;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2015";1,234;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2016";1,289;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"dzietność";"2017";1,365;"-";"";
