"Kod";"Nazwa";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2013";3634;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2014";3576;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2015";3672;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2016";3688;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2017";3676;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2018";4066;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2019";4344;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2020";4964;"zł";"";
071427100000;"PODREGION SIEDLECKI";"ogółem";"ogółem";"2021";5435;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2010";3878;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2011";3714;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2012";3222;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2013";3194;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2014";3258;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2015";3035;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2016";3255;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2017";3433;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2018";3838;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2019";3960;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2020";4533;"zł";"";
071427300000;"PODREGION ŻYRARDOWSKI";"ogółem";"ogółem";"2021";4900;"zł";"";
