"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2021";5274;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2022";5004;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2000";21256;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2001";23469;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2002";22227;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2003";22725;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2004";21165;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2005";20639;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2006";18147;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2007";14056;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2008";11476;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2009";13163;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2010";14338;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2011";15061;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2012";15946;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2013";15380;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2014";13104;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"kobiety";"2015";11254;"osoba";"";
